"uri","rdf_type","rdf_type_name","name","brand","constructor_model","serial_number","person_in_charge","start_up","removal","description","publication_date","last_updated_date"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
